docid,author,datetype,enddate,enumcron,filepath,genres,imprint,imprintdate,locnum,oclc,place,recordid,sampledas,startdate,subjects,title,volgenre
uc1.$b397983,"Saha, Subhas Chandra,",s,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.$b397983.basic.json.bz2,Poetry,Calcutta|Writers Workshop|1973.,1973,PR9499.3S15D6,1341308,ii ,001377729,poe,1973,,Down the silent night road,poe
uiug.30112014130568,"Dixon, William Macneile,",s,    ,,/Volumes/TARDIS/work/hathifiles/counts/uiug.30112014130568.basic.json.bz2,NotFiction,"Oxford;Clarendon Press;1909, 1961 printing.",1909,,3561004,enk,100198705,poe,1961,English poetry,The English Parnassus,poe
pst.000044474126,"Schertle, Alice.",s,    ,,/Volumes/TARDIS/work/hathifiles/counts/pst.000044474126.basic.json.bz2,Juvenile audience|NotFiction,San Diego;Browndeer Press;c1999.,1999,PS3569.C48435L83 1999,37878699,xxu,009811224,poe,1999,"Children's poetry, American|Juvenile poetry|American poetry|Nature|Poetry",A lucky thing,poe
uc1.$b163293,"De la Mare, Walter,",s,    ,,/Volumes/TARDIS/work/hathifiles/counts/uc1.$b163293.basic.json.bz2,NotFiction,New York|H. Holt and company|c1927,1927,PR6007.E3A6 1927,394509,xx ,6639657,poe,1927,,Selected poems,poe
uiug.30112067464120,"Courthope, William John,",s,    ,,/Volumes/TARDIS/work/hathifiles/counts/uiug.30112067464120.basic.json.bz2,NotFiction,"London|New York [etc.|H. Milford, Oxford university press|1920.",1920,,3436088,enk,7695074,poe,1920,,The country town and other poems,poe
mdp.39015030841608,,s,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/mdp.39015030841608.basic.json.bz2,Poetry,London|J. M.Dent|1935.,1935,PR8656.G7,913930,enk,001372306,poe,1935,English poetry|Scottish authors|Scottish poetry|To 1700,Scottish poetry from Barbour to James VI,poe
mdp.39015012899129,"Drinkwater, John,",m,1937,v.1,/Volumes/TARDIS/work/hathifiles/counts/mdp.39015012899129.basic.json.bz2,Poetry,London|Sidgwick and Jackson|1923-37.,1923-1937,PR6007.R5A17 1923,7833756,enk,1375524,poe,1923,,Collected poems,poe
uc1.$b439790,"Masters, Edgar Lee,",s,    ,,/Volumes/TARDIS/work/hathifiles/counts/uc1.$b439790.basic.json.bz2,Fiction,"Prairie City, Ill.|The Press of James A. Decker|1942.",1942,PS3525.A83A8,2363005,ilu,9241099,fic,1942,,Along the Illinois,poe
mdp.39015023990198,"Waley, Arthur.",s,    ,,/Volumes/TARDIS/work/hathifiles/counts/mdp.39015023990198.basic.json.bz2,NotFiction,London;G. Allen and Unwin ltd.;1946,1946,,4168856,enk,001185194,poe,1946,Chinese poetry|Translations into English|English poetry,"Chinese poems, selected from 170 Chinese poems",poe
uiuo.ark:/13960/t9281cs6s,"McCarthy, Thomas J.",s,    ,,/Volumes/TARDIS/work/hathifiles/counts/uiuo.ark+=13960=t9281cs6s.basic.json.bz2,NotFiction,Galena? Ill.;c1954.,1954,PS3525.A1443R5 1954,9143800,ilu,11697653,poe,1954,Poetry|Galena (Ill.),Lore of old Galena,poe
mdp.39015014448479,"Lee, Al,",s,    ,,/Volumes/TARDIS/work/hathifiles/counts/mdp.39015014448479.basic.json.bz2,UnknownGenre,New York|World Pub. Co.|1971,1971,,129446,nyu,1907850,poe,1971,American poetry|20th century,The major young poets,poe
mdp.39015002713074,"Raine, Kathleen,",s,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/mdp.39015002713074.basic.json.bz2,Poetry,London|H. Hamilton|c1965,1965,PR6035.A37H6 1965,546382,enk,001377031,poe,1965,,"The hollow hill, and other poems, 1960-1964",poe
pst.000030851245,"Hughes, Langston,",t,1960,,/Volumes/TARDIS/work/hathifiles/counts/pst.000030851245.basic.json.bz2,NotFiction,"Bloomington;Indiana University Press;1968, c1960].",1968,,317077402,xx ,007050205,poe,1968,African American authors|American poetry,New Negro poets U.S.A,poe
mdp.39015054302065,"Kessey, K. O.",s,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/mdp.39015054302065.basic.json.bz2,Poetry,Accra|Ghana Universities Press|1991.,1991,PR9379.9.K47P3 1991,26838573,gh ,003615105,poe,1991,Ghanaian poetry (English),The pages of time,poe
mdp.39015063916905,"Duggan, Eileen,",s,    ,,/Volumes/TARDIS/work/hathifiles/counts/mdp.39015063916905.basic.json.bz2,NotFiction,New York;The Macmillan company;1940.,1940,PR6007.U36N4 1940,4541192,nyu,000167626,poe,1940,,New Zealand poems,poe
uc1.$b404239,"Hochman, Sandra.",s,    ,,/Volumes/TARDIS/work/hathifiles/counts/uc1.$b404239.basic.json.bz2,NotFiction,New York|Viking Press|1974,1974,PS3558.O34F8,2695998,nyu,478334,poe,1974,,Futures; new poems,poe
mdp.39015010220708,"Goll, Yvan,",s,    ,,/Volumes/TARDIS/work/hathifiles/counts/mdp.39015010220708.basic.json.bz2,Poetry,San Francisco;Kayak Books;c1968.,1968,PQ2613.O49,1023034,cau,001212571,poe,1968,,"Yvan Goll, selected poems",poe
mdp.39015004892801,"Lomax, John A.",s,    ,,/Volumes/TARDIS/work/hathifiles/counts/mdp.39015004892801.basic.json.bz2,NotFiction,New York|The Macmillan company|1938.,1938,PS595.C6L6 1938,270046,nyu,1113038,poe,1938,"Cowboys|Folk-songs, English|Texts|Poetry|Ballads, English|West (U.S.)",Cowboy songs and other frontier ballads,poe
uiuo.ark:/13960/t07w7fd0b,"Herrick, Frank Earl,",s,    ,,/Volumes/TARDIS/work/hathifiles/counts/uiuo.ark+=13960=t07w7fd0b.basic.json.bz2,NotFiction,"Wheaton, Ill.;Wheaton Daily Journal;1936.",1936,,5927712,ilu,11697902,poe,1936,Du Page County (Ill.)|Poetry,Poems of Du Page county,poe
mdp.39015016446307,"Coffey, John,",s,    ,,/Volumes/TARDIS/work/hathifiles/counts/mdp.39015016446307.basic.json.bz2,NotFiction,"Karlsruhe, Ger.;s.n.;1961.",1961,,3018880,gw ,000808554,poe,1961,African American authors|American poetry,A Negro speaks of life,poe
uc2.ark:/13960/t9571h87s,"Leonard, Sterling Andrus,",s,    ,,/Volumes/TARDIS/work/hathifiles/counts/uc2.ark+=13960=t9571h87s.basic.json.bz2,NotFiction,Boston|Atlantic Monthly Press|c1921.,1921,PR1272.L4,1154741,mau,1372392,dra,1921,English drama|American drama|Readers,The Atlantic book of modern plays,dra
mdp.39015066230338,"O'Casey, Sean,",m,1951,v.4,/Volumes/TARDIS/work/hathifiles/counts/mdp.39015066230338.basic.json.bz2,Drama,London;Macmillan;1949-1951.,1949-1951,PR6029.C33A19 1949,4742384,enk,001025647,dra,1949,,Collected plays,dra
mdp.39015004988591,,s,    ,,/Volumes/TARDIS/work/hathifiles/counts/mdp.39015004988591.basic.json.bz2,NotFiction,London;Evans Bros.;1961,1961,PR1260.T6,1882835,enk,001397914,dra,1961,"English drama|To 1500|Mysteries and miracle-plays, English",The Wakefield mystery plays,dra
uiug.30112106759605,,s,    ,,/Volumes/TARDIS/work/hathifiles/counts/uiug.30112106759605.basic.json.bz2,NotFiction,Washington;U.S. Govt. Print. Off.;1943,1943,PN6120.H5U53,17541211,dcu,11422011,dra,1943,Amateur plays,"War bond plays, and other dramatic material for use in connection with war finance promotion",dra
mdp.39015062488898,"Marcus, Frank.",s,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/mdp.39015062488898.basic.json.bz2,Drama,New York|Random House|c1965.,1965,,235010,nyu,005115982,dra,1965,,The killing of Sister George,dra
uc1.$b703671,"Goldberg, Isaac,",s,    ,,/Volumes/TARDIS/work/hathifiles/counts/uc1.$b703671.basic.json.bz2,NotFiction,Boston|J. W. Luce|1921.,1921,PQ4244.E8G6,1300536,mau,1111529,dra,1921,Translations into English|Italian drama,Plays of the Italian theatre,dra
mdp.39015025005151,"Oates, Joyce Carol,",s,    ,,/Volumes/TARDIS/work/hathifiles/counts/mdp.39015025005151.basic.json.bz2,NotFiction,"New York, N.Y., U.S.A.;Dutton;c1991.",1991,PS3565.A8T87 1991,23693410,nyu,002526924,dra,1991,,Twelve plays,dra
uc1.$b792465,"Duncan, Ronald,",s,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.$b792465.basic.json.bz2,Drama,London|Rebel Press|1964,1964,PR6007.U53C3,1408860,enk,001372754,dra,1964,,The catalyst,dra
mdp.39015005507952,"O'Casey, Sean,",m,1951,v.1,/Volumes/TARDIS/work/hathifiles/secondcounts/mdp.39015005507952.basic.json.bz2,Drama,London|Macmillan|1949-1951.,1949-1951,PR6029.C33A19 1949,4742384,enk,001025647,dra,1949,,Collected plays,dra
uc1.$b215881,,s,    ,,/Volumes/TARDIS/work/hathifiles/counts/uc1.$b215881.basic.json.bz2,Drama,London;Oxford University Press;1960.,1960,PR1266.D58,351873,enk,001017126,dra,1960,"English drama|Restoration, 1660-1700",Five heroic plays,dra
mdp.39015017682348,"Wesker, Arnold,",s,    ,,/Volumes/TARDIS/work/hathifiles/counts/mdp.39015017682348.basic.json.bz2,Drama,London;Cape;1966.,1966,PR6073.E75F6,1488908,enk,001374077,dra,1966,,The four seasons,dra
mdp.39015004892892,"Green, Paul,",s,    ,,/Volumes/TARDIS/work/hathifiles/counts/mdp.39015004892892.basic.json.bz2,Drama,New York;Toronto;French;1956.,1956,PS3513.R452W58,1053876,nyu,001372914,dra,1956,"Drama|United States|History|Civil War, 1861-1865",Wilderness Road,dra
uc1.$b56131,"Jast, L. Stanley",s,    ,,/Volumes/TARDIS/work/hathifiles/counts/uc1.$b56131.basic.json.bz2,NotFiction,London;Grafton & Co.;1934.,1934,PR6019.A8S5 1934,9627513,enk,006575684,dra,1934,Shahjahan|ca. 1592-1666|Emperor of India|Drama,Shah Jahan;,dra
mdp.39015013124873,"Ijimere, Obotunde,",s,    ,,/Volumes/TARDIS/work/hathifiles/counts/mdp.39015013124873.basic.json.bz2,NotFiction,London;Heinemann;1966.,1966,PL8824.I4A23,22148976,xx ,001009853,dra,1966,,"The imprisonment of Obatala, and other plays;",dra
uc1.$b117205,"Jagendorf, M. A.",s,    ,,/Volumes/TARDIS/work/hathifiles/counts/uc1.$b117205.basic.json.bz2,NotFiction,"New York;Greenberg;1944, c1942",1944,PN6120.H7J3,1437556,xx ,006609959,dra,1944,Children's plays|Non-royalty plays|Holidays,25 non-royalty holiday plays,dra
mdp.39015003851196,"Schanzer, Ernest.",s,    ,,/Volumes/TARDIS/work/hathifiles/counts/mdp.39015003851196.basic.json.bz2,UnknownGenre,London;Routledge & K. Paul;1963,1963,,2378165,enk,001365957,dra,1963,"Antony and Cleopatra|Julius Caesar|Measure for measure|1564-1616|Shakespeare, William",The problem plays of Shakespeare;,dra
mdp.39015030576162,"Molnár, Ferenc,",s,    ,,/Volumes/TARDIS/work/hathifiles/counts/mdp.39015030576162.basic.json.bz2,NotFiction,London|Jarrolds ltd.|1927,1927,PH3285.E5G6,4596739,enk,1231984,dra,1927,,Plays of Molnar,dra
mdp.39015019173791,"Schevill, James,",s,    ,,/Volumes/TARDIS/work/hathifiles/counts/mdp.39015019173791.basic.json.bz2,NotFiction,"Athens, Ohio;Swallow Press/Ohio University Press;1986",1986,PS3537.C3278A6 1986,13330127,ohu,000554516,dra,1986,,Collected short plays,dra
mdp.39015010212960,"Vega, Lope de,",s,    ,,/Volumes/TARDIS/work/hathifiles/counts/mdp.39015010212960.basic.json.bz2,Drama,"London|Geoffrey Cumberlege, Oxford University Press|1950.",1950,PQ6458E8E5 1950,6363365,enk,1056466,dra,1950,,The Star of Seville,dra
mdp.39015059394687,"Phillips, Stephen,",s,    ,,/Volumes/TARDIS/work/hathifiles/counts/mdp.39015059394687.basic.json.bz2,NotFiction,"New York|Dodd, Mead & co.|1924.",1924,,7922069,nyu,285720,other,1924,Francesca|d. ca. 1285|da Rimini,Paolo & Francesca;,dra
mdp.39015002606880,"Wilder, Thornton,",s,    ,,/Volumes/TARDIS/work/hathifiles/counts/mdp.39015002606880.basic.json.bz2,Insertions (Provenance)|Publishers' advertisements|UnknownGenre,"London;New York;Toronto;Longmans, Green and Co.;1931.",1931,,68137546,enk,001909415,dra,1931,,"The long Christmas dinner, and other plays",dra
mdp.39015034626591,"Gilder, Rosamond.",s,    ,,/Volumes/TARDIS/work/hathifiles/counts/mdp.39015034626591.basic.json.bz2,Bibliographies|NotFiction,"New York|Theatre arts, inc., for National theatre conference|1932.",1932,Z5781.G46,1025079,nyu,1171545,dra,1932,Bibliography|Theater|Drama,A theatre library;,dra
mdp.39015010918251,,s,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/mdp.39015010918251.basic.json.bz2,Drama,London|Oxford University Press|1965.,1965,PR1269B6,304209,enk,001372336,dra,1965,English drama (Tragedy)|English drama|18th century,Eighteenth century tragedy,dra
mdp.39015019764425,"Saroyan, William,",s,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/mdp.39015019764425.basic.json.bz2,Drama,"New York|Harcourt, Brace|1947",1947,PS3537.A826J54 1947,1493244,nyu,001373537,dra,1947,,"Jim Dandy, fat man in a famine",dra
uiug.30112012964265,"Thayer, William Roscoe,",r,1890,,/Volumes/TARDIS/work/hathifiles/counts/uiug.30112012964265.basic.json.bz2,NotFiction|Bibliographies,"Freeport, N.Y.;Books for Libraries Press;1970",1970,PR1263.T4 1970,69729,nyu,100406011,dra,1970,"English drama|Early modern and Elizabethan, 1500-1600|17th century",The best Elizabethan plays,dra
mdp.39015009373385,"Coward, Noel,",s,    ,,/Volumes/TARDIS/work/hathifiles/counts/mdp.39015009373385.basic.json.bz2,Drama,London|French|c1924.,1924,PR6005.O85Y6,2956098,enk,1372704,dra,1924,,The young idea,dra
mdp.39015062488906,"McNally, Terrence.",s,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/mdp.39015062488906.basic.json.bz2,Drama,"Garden City, N.Y.|Fireside Theatre|c1987.",1987,,18281034,nyu,005115991,dra,1987,,Frankie and Johnny in the Clair de lune,dra
mdp.39015071155751,"Sexton, Jesse Ethelyn.",s,    ,,/Volumes/TARDIS/work/hathifiles/counts/mdp.39015071155751.basic.json.bz2,Fiction,"Galesbury, Mich.;Printed by the Argus press;c1934",1934,F567.S39,2418229,miu,003102871,fic,1934,Pageants|Drama|Michigan|History,"March on, Michigan;",dra
mdp.39015016922497,"Oates, Whitney Jennings,",s,    ,v.1,/Volumes/TARDIS/work/hathifiles/counts/mdp.39015016922497.basic.json.bz2,NotFiction,New York|Random house|c1938,1938,,310417,nyu,854158,dra,1938,English drama|Greek drama|Translations into English|Drama,The complete Greek drama;,dra
uc1.$b138215,"Peattie, Roderick,",s,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.$b138215.basic.json.bz2,NotFiction,New York|London|Harper|1944,1944,JC323.P4,193835,nyu,006623076,non,1944,Boundaries,Look to the frontiers,non
inu.30000029081944,"Tober, James A.,",s,    ,no.80,/Volumes/TARDIS/work/hathifiles/counts/inu.30000029081944.basic.json.bz2,Bibliographies|NotFiction,"New Haven, Conn.|Institution for Social and Policy Studies, Yale University|1984.",1984,,18453434,ctu,7990329,other,1984,Wildlife conservation|Government policy|Nonprofit organizations|United States,Wildlife and the public interest,non
mdp.39015072113189,"Stafford, Virginia.",s,    ,,/Volumes/TARDIS/work/hathifiles/counts/mdp.39015072113189.basic.json.bz2,NotFiction,Nashville|Parthenon Press|c1956,1956,GV1471.S77,1351347,tnu,1063278,other,1956,Games|Church entertainments,Fun for older adults,non
mdp.39015007830279,"Miller, Mark,",s,    ,,/Volumes/TARDIS/work/hathifiles/counts/mdp.39015007830279.basic.json.bz2,Biography|Bibliographies|NotFiction,Toronto|Buffalo|University of Toronto Press|c1982.,1982,ML395.M57 1982,9068335,onc,272862,bio,1982,Jazz|Jazz musicians|Biography|Canada,Jazz in Canada,non
mdp.39015059731656,,s,    ,,/Volumes/TARDIS/work/hathifiles/counts/mdp.39015059731656.basic.json.bz2,UnknownGenre,London|Chapman and Hall|New York|Reinhold|1960,1960,,68157745,enk,1984614,other,1960,Physics,A physics anthology,non
mdp.39015037061127,"Allen, Edgar Leonard.",s,    ,,/Volumes/TARDIS/work/hathifiles/counts/mdp.39015037061127.basic.json.bz2,Biography|NotFiction,New York;Philosophical Library;1951,1951,BT98.A4,3211246,nyu,001603595,bio,1951,"History of doctrines|God|1886-1968|Barth, Karl",The sovereignty of God and the word of God,non
mdp.39015001506263,"Clurman, Harold,",s,    ,,/Volumes/TARDIS/work/hathifiles/counts/mdp.39015001506263.basic.json.bz2,NotFiction,New York|Macmillan|1966,1966,PN1861.C57,711933,nyu,1003351,dra,1966,20th century|History|History and criticism|Drama|Theater,The naked image;,non
mdp.39015058442750,"Crook, Thomas,",s,    ,,/Volumes/TARDIS/work/hathifiles/counts/mdp.39015058442750.basic.json.bz2,NotFiction,London|T. Murby|New York|Van Nostrand|1933.,1933,TN263.N87,562486,enk,1041200,other,1933,Petrology|Ore deposits,History of the theory of ore deposits,non
mdp.39015017958177,"Staal, Gert.",s,    ,,/Volumes/TARDIS/work/hathifiles/counts/mdp.39015017958177.basic.json.bz2,Bibliographies|NotFiction,Rotterdam|Uitgeverij 010 Publishers|1988,1988,,18233234,ne ,2060461,other,1988,"20th century|19th century|Architecture, Modern|Office buildings",Between dictate & design,non
mdp.39015005157873,"D'Abernon, Edgar Vincent,",s,    ,,/Volumes/TARDIS/work/hathifiles/counts/mdp.39015005157873.basic.json.bz2,NotFiction,London|Hodder and Stoughton|1931.,1931,DK440.D4,3492768,enk,1233910,other,1931,"Warsaw, Battle of, Poland, 1920",The eighteenth decisive battle of te world,non
mdp.39015002041088,,s,    ,,/Volumes/TARDIS/work/hathifiles/counts/mdp.39015002041088.basic.json.bz2,Bibliographies|NotFiction,"Park Ridge, N.J.|Noyes Data Corp.|1979.",1979,TJ260.I521,4940321,nju,301001,other,1979,Heat recovery,Industrial and institutional waste heat recovery,non
mdp.39015004541978,"Van der Leeden, Frits.",s,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/mdp.39015004541978.basic.json.bz2,NotFiction,"Port Washington, N.Y.|Water Information Center|c1975.",1975,GB661.V34,1840697,nyu,000684053,non,1975,Statistics|Hudrology|Water-supply,Water resources of the world,non
mdp.39076000458831,"Harris, Richard J.",s,    ,,/Volumes/TARDIS/work/hathifiles/counts/mdp.39076000458831.basic.json.bz2,Bibliographies|NotFiction,"Olando, Florida|Academic Press|c1985.",1985,,12127764,flu,574531,other,1985,Multivariate analysis,A primer of multivariate statistics,non
mdp.35128001448784,"Ritter, Dwight S.",s,    ,,/Volumes/TARDIS/work/hathifiles/counts/mdp.35128001448784.basic.json.bz2,NotFiction,"Chicago, Ill.;Bankers Publishing;Cambridge, England;Probus Publishing;c1993.",1993,,,ilu,005336707,other,1993,Bank marketing|Customer services|Banks and banking,Relationship banking,non
uc1.b3214886,"Sauvain, Harry C.",s,    ,,/Volumes/TARDIS/work/hathifiles/counts/uc1.b3214886.basic.json.bz2,NotFiction,New York|Prentice-Hall|1953.,1953,HG4521.S335,3126991,nyu,6124342,other,1953,Securities|Investments,Investment management,non
mdp.39015023569182,"Stolz, Lois Meek,",s,    ,,/Volumes/TARDIS/work/hathifiles/counts/mdp.39015023569182.basic.json.bz2,UnknownGenre,"New York city;Teachers college, Columbia university;1925.",1925,,5190664,nyu,001883421,other,1925,"Reading (Elementary)|Memory|Reading, Psychology of",A study of learning and retention in young children,non
mdp.39015040596325,"Copeland, Claudia.",s,    ,,/Volumes/TARDIS/work/hathifiles/counts/mdp.39015040596325.basic.json.bz2,Bibliographies|NotFiction,Washington|U.S. G.P.O.|1982.,1982,,8796188,mdu,2759558,other,1982,Pollution|Environmental policy|United States,Federal-state relations in transition,non
mdp.39015032607585,,s,    ,,/Volumes/TARDIS/work/hathifiles/counts/mdp.39015032607585.basic.json.bz2,Bibliographies|NotFiction,"Washington, DC|American Psychiatric Press|c1994.",1994,RC537.5.N38 1991,28029287,dcu,2891444,other,1994,Depression|congresses|Depression in old age|Aged|Depressive Disorder|Congresses|in old age,Diagnosis and treatment of depression in late life,non
mdp.39015005682052,"Bogdanos, Theodore.",s,    ,,/Volumes/TARDIS/work/hathifiles/counts/mdp.39015005682052.basic.json.bz2,Bibliographies|NotFiction,University Park|Pennsylvania State University Press|c1983.,1983,PR2111.B63 1983,9326645,pau,160978,other,1983,"Symbolism in literature|Faith in literature|Christian art and symbolism|Medieval, 500-1500|Pearl (Middle English poem)","Pearl, image of the ineffable",non
mdp.39015001322091,,s,    ,,/Volumes/TARDIS/work/hathifiles/counts/mdp.39015001322091.basic.json.bz2,Dictionary|NotFiction,"Princeton, N.J.|Van Nostrand|1956",1956,QC5.I5,601811,nju,1477465,other,1956,Dictionaries|Physics|Electronics,The International dictionary of physics and electronics,non
mdp.39015000285067,,s,    ,,/Volumes/TARDIS/work/hathifiles/counts/mdp.39015000285067.basic.json.bz2,Bibliographies|NotFiction,Baltimore|University Park Press|c1979.,1979,QP102.Q36,4493245,mdu,28153,other,1979,Cardiovascular system|Research|Mathematical models|Heart|Congresses|Hemodynamics|Biomedical engineering,Quantitative cardiovascular studies,non
mdp.39015004396837,"Cureton, Thomas Kirk,",s,    ,,/Volumes/TARDIS/work/hathifiles/counts/mdp.39015004396837.basic.json.bz2,NotFiction,New York|Dial Press|1965.,1965,RA781.C85,710019,nyu,1559662,other,1965,Physical fitness|Exercise,Physical fitness and dynamic health,non
mdp.39015029860361,,s,    ,,/Volumes/TARDIS/work/hathifiles/counts/mdp.39015029860361.basic.json.bz2,Bibliographies|NotFiction,Berlin|New York|Springer-Verlag|c1993.,1993,HC241.V49 1993,28028706,gw ,2718208,other,1993,Congresses|Economic integration|Economic policy,Visions and strategies in European integration,non
mdp.39015062790152,"Cailliet, Émile,",s,    ,,/Volumes/TARDIS/work/hathifiles/counts/mdp.39015062790152.basic.json.bz2,NotFiction|Bibliographies,London;S.C.M. press ltd;1944,1944,,1892739,enk,001384447,other,1944,"1623-1662|Pascal, Blaise",The clue to Pascal,non
mdp.39015006046083,"Cooper, K. E.",s,    ,,/Volumes/TARDIS/work/hathifiles/counts/mdp.39015006046083.basic.json.bz2,UnknownGenre,London|Cassell|1960,1960,,9688744,enk,2067287,other,1960,Hypothermia|Surgery,Hypothermia in surgical practice,non
mdp.39015050426579,"Olson, Harry Ferdinand,",s,    ,,/Volumes/TARDIS/work/hathifiles/counts/mdp.39015050426579.basic.json.bz2,UnknownGenre,"Princeton, N.J.|Van Nostrand|1957",1957,,1647587,nju,2019205,other,1957,Sound|Recording and reproducing|Electro-acoustics,Acoustical engineering,non
mdp.39015036876475,"Cline, Gloria Stark.",s,    ,,/Volumes/TARDIS/work/hathifiles/counts/mdp.39015036876475.basic.json.bz2,Bibliographies|Indexes|NotFiction,"Metuchen, N.J.|Scarecrow Press|1973.",1973,PR89.C5,703173,nju,1111835,poe,1973,American poetry|Indexes|History and criticism|English poetry,An index to criticisms of British and American poetry,non
mdp.39015024272521,"Record, Wilson,",s,    ,,/Volumes/TARDIS/work/hathifiles/counts/mdp.39015024272521.basic.json.bz2,NotFiction,"Berkeley, Calif.|1963.",1963,F868.S156R4,2602364,cau,1605801,other,1963,Race relations|San Francisco Bay Area|African Americans|California|Minorities,Minority groups and intergroup relations in the San Francisco Bay area,non
uc1.b4573094,"Levy, Samuel Jacob,",s,    ,,/Volumes/TARDIS/work/hathifiles/counts/uc1.b4573094.basic.json.bz2,NotFiction,"Brooklyn|Dental history publishers, inc.|1944.",1944,RK34.U7N74,10144653,nyu,1571177,other,1944,"Dentistry|Allied dental council (New York, N.Y.)|History|New York (State)|New York",The story of the Allied dental council;,non
mdp.39015050733487,"Weliver, Phyllis.",s,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/mdp.39015050733487.basic.json.bz2,NotFiction,Aldershot|Ashgate|c2000.,2000,,45328807,enk,004158803,non,2000,19th century|History and criticism|Women in literature|Musicians in literature|English fiction|Families in literature,"Women musicians in Victorian fiction, 1860-1900",non
mdp.39015003741496,"Kraines, Samuel Henry,",s,    ,,/Volumes/TARDIS/work/hathifiles/counts/mdp.39015003741496.basic.json.bz2,NotFiction,New York|The Macmillan company|1945.,1945,,2592029,nyu,385906,other,1945,"Psychology, Applied",Managing your mind;,non
uc1.$b27106,"Hewitt, John Theodore,",s,    ,,/Volumes/TARDIS/work/hathifiles/counts/uc1.$b27106.basic.json.bz2,NotFiction,"London, New York|Longmans, Green|1922.",1922,TP913.H4,4297707,enk,1043830,other,1922,Dyes and dyeing|Chemistry,Synthetic colouring matters;,non
uc1.31822009761941,,s,    ,,/Volumes/TARDIS/work/hathifiles/counts/uc1.31822009761941.basic.json.bz2,NotFiction,Washington|U.S. Govt. Print. Off.|1938,1938,QB296.U9W8 1938,2595406,dcu,8348768,other,1938,Wyoming|Triangulation|Surveys|Geodesy,Triangulation in Wyoming <1927 datum>,non
uc1.32106007374801,"Elliot, Faith Robertson.",s,    ,,/Volumes/TARDIS/work/hathifiles/counts/uc1.32106007374801.basic.json.bz2,NotFiction,Basingstoke|Macmillan|1986.,1986,,59091060,enk,7104525,other,1986,20th century|History|Family,The family,non
uc1.31822032330375,"Thangavelu, Sundaram",s,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.31822032330375.basic.json.bz2,NotFiction|Bibliographies,Boston|Birkhäuser|c2004,2004,QA403.T52 2004,52086297,mau,003880656,non,2004,Homogeneous spaces|Lie groups|Harmonic analysis,An introduction to the uncertainty principle,non
mdp.39015017225643,"Ellis, Joseph Wesley,",s,    ,,/Volumes/TARDIS/work/hathifiles/counts/mdp.39015017225643.basic.json.bz2,UnknownGenre,"Ann Arbor, Mich.|Lithoprinted by Edwards brothers, inc.|1945.",1945,,23331733,miu,1988379,other,1945,Sound|Light,Light and sound,non
mdp.39015008459219,"Davie, Donald.",s,    ,,/Volumes/TARDIS/work/hathifiles/counts/mdp.39015008459219.basic.json.bz2,NotFiction,London;Chatto & Windus;1952.,1952,PR555.L3D,3521918,enk,001016457,poe,1952,History and criticism|English poetry|English language|Diction,Purity of diction in English verse,non
uc1.b5110256,"Blaedel, W. J.",s,    ,,/Volumes/TARDIS/work/hathifiles/counts/uc1.b5110256.basic.json.bz2,NotFiction,New York :Harper & Row|1963.,1963,QD101.B48 1963,542172,nyu,1487305,other,1963,"Chemistry, Analytic|Quantitative","Elementary quantitative analysis, theory and practice",non
uc2.ark:/13960/t9f47jn9t,"Still, John.",s,    ,,/Volumes/TARDIS/work/hathifiles/counts/uc2.ark+=13960=t9f47jn9t.basic.json.bz2,NotFiction,London|John Lane|New York|John Lane company|1920.,1920,,395115,enk,7673245,other,1920,"Prisoners and prisons, Turkish|World War, 1914-1918",A prisoner in Turkey,non
uc1.$b307122,"Trabue, Marion Rex,",s,    ,,/Volumes/TARDIS/work/hathifiles/counts/uc1.$b307122.basic.json.bz2,NotFiction,"Evanston, Ill.|Row, Peterson|c1928",1928,,27092600,ilu,6537971,other,1928,,Trabue-Stevens speller,non
mdp.39015012858315,"Lilge, Frederic",s,    ,,/Volumes/TARDIS/work/hathifiles/counts/mdp.39015012858315.basic.json.bz2,NotFiction,New York|Macmillan Co.|1948.,1948,LA727.L5,754051,nyu,3492426,other,1948,Germany|History|Education|Universities and colleges,The abuse of learning;,non
mdp.39015080713897,"Papajohn, Dean.",s,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/mdp.39015080713897.basic.json.bz2,NotFiction|Bibliographies,Ann Arbor|University of Michigan Press|c2005.,2005,PE1128.P264 2005,58800406,miu,006837969,non,2005,Textbooks for foreign speakers|Spoken English|Spoken Proficiency English Assessment Kit|Examinations|Test of Spoken English|Oral communication|English language|Study guides,Toward speaking excellence,non
